nome,descricao,categoria,subcategoria,marca,preco,estoque,sku,aplicacao
"Trincha Condor 2.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Condor,9.27,45,PIN-TRI-CON-2.5-18,Pintura
"Pincel Redondo Condor 3""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Condor,24.6,39,PIN-PIN-CON-3-19,Pintura
"Pincel Chato Condor 4""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Condor,20.46,44,PIN-PIN-CON-4-20,Pintura
"Pincel Redondo Tigre 2.5""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Tigre,31.43,56,PIN-PIN-TIG-2.5-21,Pintura
"Pincel Chato Roma 1""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Roma,33.58,45,PIN-PIN-ROM-1-22,Pintura
"Pincel Chato Tigre 2""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Tigre,10.51,94,PIN-PIN-TIG-2-23,Pintura
"Trincha Atlas 1""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Atlas,12.22,95,PIN-TRI-ATL-1-24,Pintura
"Pincel Chato Atlas 2""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Atlas,10.33,23,PIN-PIN-ATL-2-25,Pintura
"Pincel Chato Castor 2.5""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Castor,25.77,55,PIN-PIN-CAS-2.5-26,Pintura
"Trincha Atlas 4""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Atlas,24.53,96,PIN-TRI-ATL-4-27,Pintura
"Trincha Condor 1""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Condor,12.87,25,PIN-TRI-CON-1-28,Pintura
"Trincha Condor 1.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Condor,15.48,43,PIN-TRI-CON-1.5-29,Pintura
"Pincel Redondo Atlas 2""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Atlas,19.62,82,PIN-PIN-ATL-2-30,Pintura
"Pincel Redondo Castor 4""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Castor,16.08,70,PIN-PIN-CAS-4-31,Pintura
"Pincel Redondo Castor 1.5""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Castor,26.1,94,PIN-PIN-CAS-1.5-32,Pintura
"Pincel Chato Condor 3""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Condor,9.68,67,PIN-PIN-CON-3-33,Pintura
"Trincha Tigre 1.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Tigre,15.44,95,PIN-TRI-TIG-1.5-34,Pintura
"Trincha Roma 2""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Roma,25.5,61,PIN-TRI-ROM-2-35,Pintura
"Pincel Redondo Condor 1.5""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Condor,19.79,89,PIN-PIN-CON-1.5-36,Pintura
"Trincha Condor 2.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Condor,27.05,86,PIN-TRI-CON-2.5-37,Pintura
"Pincel Chato Condor 3""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Condor,19.03,21,PIN-PIN-CON-3-38,Pintura
"Trincha Castor 3""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Castor,9.25,70,PIN-TRI-CAS-3-39,Pintura
"Pincel Chato Tigre 3""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Tigre,11.17,86,PIN-PIN-TIG-3-40,Pintura
"Pincel Chato Condor 2.5""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Condor,8.25,91,PIN-PIN-CON-2.5-41,Pintura
"Pincel Chato Tigre 2""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Tigre,28.86,42,PIN-PIN-TIG-2-42,Pintura
"Pincel Redondo Tigre 2""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Tigre,32.99,47,PIN-PIN-TIG-2-43,Pintura
"Trincha Roma 2""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Roma,34.37,95,PIN-TRI-ROM-2-44,Pintura
"Pincel Chato Tigre 1""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Tigre,23.99,52,PIN-PIN-TIG-1-45,Pintura
"Pincel Redondo Tigre 2.5""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Tigre,27.96,45,PIN-PIN-TIG-2.5-46,Pintura
"Pincel Redondo Condor 3""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Condor,14.36,39,PIN-PIN-CON-3-47,Pintura
"Trincha Condor 2.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Condor,24.97,56,PIN-TRI-CON-2.5-48,Pintura
"Trincha Castor 2.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Castor,15.27,38,PIN-TRI-CAS-2.5-49,Pintura
"Pincel Chato Atlas 2""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Atlas,13.23,99,PIN-PIN-ATL-2-50,Pintura
"Pincel Redondo Atlas 4""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Atlas,30.06,68,PIN-PIN-ATL-4-51,Pintura
"Trincha Castor 1""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Castor,18.8,27,PIN-TRI-CAS-1-52,Pintura
"Pincel Redondo Tigre 3""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Tigre,10.32,28,PIN-PIN-TIG-3-53,Pintura
"Trincha Atlas 4""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Atlas,25.65,66,PIN-TRI-ATL-4-54,Pintura
"Pincel Chato Condor 1.5""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Condor,14.89,97,PIN-PIN-CON-1.5-55,Pintura
"Trincha Atlas 2.5""",Trincha profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Trincha,Atlas,31.31,60,PIN-TRI-ATL-2.5-56,Pintura
"Pincel Redondo Atlas 2""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Atlas,28.96,88,PIN-PIN-ATL-2-57,Pintura
"Pincel Redondo Roma 3""",Pincel Redondo profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Redondo,Roma,17.88,83,PIN-PIN-ROM-3-58,Pintura
"Pincel Chato Castor 2.5""",Pincel Chato profissional com cerdas de alta qualidade. Ideal para acabamentos perfeitos.,Pinceis,Pincel Chato,Castor,30.05,44,PIN-PIN-CAS-2.5-59,Pintura
Rolo Anti-Gota Condor 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Condor,53.86,62,ROL-ANT-CON-9-0,Pintura
Rolo Veludo Roma 15cm,Rolo de pintura veludo para acabamento profissional. Largura 15cm.,Rolos,Veludo,Roma,27.55,78,ROL-VEL-ROM-15-1,Pintura
Rolo Textura Castor 9cm,Rolo de pintura textura para acabamento profissional. Largura 9cm.,Rolos,Textura,Castor,42.45,79,ROL-TEX-CAS-9-2,Pintura
Rolo Textura Roma 15cm,Rolo de pintura textura para acabamento profissional. Largura 15cm.,Rolos,Textura,Roma,41.51,109,ROL-TEX-ROM-15-3,Pintura
Rolo Espuma Condor 9cm,Rolo de pintura espuma para acabamento profissional. Largura 9cm.,Rolos,Espuma,Condor,15.62,52,ROL-ESP-CON-9-4,Pintura
Rolo Anti-Gota Tigre 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Tigre,34.94,68,ROL-ANT-TIG-9-5,Pintura
Rolo La de Carneiro Atlas 9cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 9cm.,Rolos,La de Carneiro,Atlas,15.97,111,ROL-LA -ATL-9-6,Pintura
Rolo Espuma Condor 15cm,Rolo de pintura espuma para acabamento profissional. Largura 15cm.,Rolos,Espuma,Condor,43.75,73,ROL-ESP-CON-15-7,Pintura
Rolo Veludo Atlas 9cm,Rolo de pintura veludo para acabamento profissional. Largura 9cm.,Rolos,Veludo,Atlas,22.45,106,ROL-VEL-ATL-9-8,Pintura
Rolo La de Carneiro Condor 9cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 9cm.,Rolos,La de Carneiro,Condor,42.52,97,ROL-LA -CON-9-9,Pintura
Rolo Anti-Gota Atlas 23cm,Rolo de pintura anti-gota para acabamento profissional. Largura 23cm.,Rolos,Anti-Gota,Atlas,53.2,72,ROL-ANT-ATL-23-10,Pintura
Rolo Textura Atlas 23cm,Rolo de pintura textura para acabamento profissional. Largura 23cm.,Rolos,Textura,Atlas,14.85,35,ROL-TEX-ATL-23-11,Pintura
Rolo Espuma Tigre 9cm,Rolo de pintura espuma para acabamento profissional. Largura 9cm.,Rolos,Espuma,Tigre,16.29,82,ROL-ESP-TIG-9-12,Pintura
Rolo La de Carneiro Condor 15cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 15cm.,Rolos,La de Carneiro,Condor,25.41,56,ROL-LA -CON-15-13,Pintura
Rolo Textura Condor 23cm,Rolo de pintura textura para acabamento profissional. Largura 23cm.,Rolos,Textura,Condor,12.97,58,ROL-TEX-CON-23-14,Pintura
Rolo Anti-Gota Atlas 23cm,Rolo de pintura anti-gota para acabamento profissional. Largura 23cm.,Rolos,Anti-Gota,Atlas,15.09,67,ROL-ANT-ATL-23-15,Pintura
Rolo Textura Roma 9cm,Rolo de pintura textura para acabamento profissional. Largura 9cm.,Rolos,Textura,Roma,35.7,61,ROL-TEX-ROM-9-16,Pintura
Rolo Espuma Atlas 23cm,Rolo de pintura espuma para acabamento profissional. Largura 23cm.,Rolos,Espuma,Atlas,29.96,35,ROL-ESP-ATL-23-17,Pintura
Rolo La de Carneiro Castor 9cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 9cm.,Rolos,La de Carneiro,Castor,29.04,62,ROL-LA -CAS-9-18,Pintura
Rolo La de Carneiro Atlas 23cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 23cm.,Rolos,La de Carneiro,Atlas,38.35,91,ROL-LA -ATL-23-19,Pintura
Rolo Textura Tigre 23cm,Rolo de pintura textura para acabamento profissional. Largura 23cm.,Rolos,Textura,Tigre,22.54,33,ROL-TEX-TIG-23-20,Pintura
Rolo Textura Castor 23cm,Rolo de pintura textura para acabamento profissional. Largura 23cm.,Rolos,Textura,Castor,32.14,65,ROL-TEX-CAS-23-21,Pintura
Rolo Espuma Atlas 23cm,Rolo de pintura espuma para acabamento profissional. Largura 23cm.,Rolos,Espuma,Atlas,32.19,27,ROL-ESP-ATL-23-22,Pintura
Rolo Anti-Gota Condor 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Condor,50.61,110,ROL-ANT-CON-9-23,Pintura
Rolo Espuma Roma 9cm,Rolo de pintura espuma para acabamento profissional. Largura 9cm.,Rolos,Espuma,Roma,19.03,116,ROL-ESP-ROM-9-24,Pintura
Rolo Anti-Gota Condor 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Condor,18.82,119,ROL-ANT-CON-9-25,Pintura
Rolo La de Carneiro Roma 23cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 23cm.,Rolos,La de Carneiro,Roma,18.14,72,ROL-LA -ROM-23-26,Pintura
Rolo Veludo Roma 9cm,Rolo de pintura veludo para acabamento profissional. Largura 9cm.,Rolos,Veludo,Roma,30.45,73,ROL-VEL-ROM-9-27,Pintura
Rolo Anti-Gota Roma 15cm,Rolo de pintura anti-gota para acabamento profissional. Largura 15cm.,Rolos,Anti-Gota,Roma,27.6,47,ROL-ANT-ROM-15-28,Pintura
Rolo La de Carneiro Condor 15cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 15cm.,Rolos,La de Carneiro,Condor,53.63,117,ROL-LA -CON-15-29,Pintura
Rolo Veludo Roma 9cm,Rolo de pintura veludo para acabamento profissional. Largura 9cm.,Rolos,Veludo,Roma,14.61,106,ROL-VEL-ROM-9-30,Pintura
Rolo Anti-Gota Castor 15cm,Rolo de pintura anti-gota para acabamento profissional. Largura 15cm.,Rolos,Anti-Gota,Castor,49.41,97,ROL-ANT-CAS-15-31,Pintura
Rolo Anti-Gota Roma 15cm,Rolo de pintura anti-gota para acabamento profissional. Largura 15cm.,Rolos,Anti-Gota,Roma,46.06,72,ROL-ANT-ROM-15-32,Pintura
Rolo Anti-Gota Condor 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Condor,34.36,113,ROL-ANT-CON-9-33,Pintura
Rolo Espuma Tigre 23cm,Rolo de pintura espuma para acabamento profissional. Largura 23cm.,Rolos,Espuma,Tigre,12.2,103,ROL-ESP-TIG-23-34,Pintura
Rolo Textura Atlas 15cm,Rolo de pintura textura para acabamento profissional. Largura 15cm.,Rolos,Textura,Atlas,47.78,89,ROL-TEX-ATL-15-35,Pintura
Rolo Veludo Condor 9cm,Rolo de pintura veludo para acabamento profissional. Largura 9cm.,Rolos,Veludo,Condor,51.25,69,ROL-VEL-CON-9-36,Pintura
Rolo Textura Tigre 23cm,Rolo de pintura textura para acabamento profissional. Largura 23cm.,Rolos,Textura,Tigre,36.67,51,ROL-TEX-TIG-23-37,Pintura
Rolo Veludo Atlas 9cm,Rolo de pintura veludo para acabamento profissional. Largura 9cm.,Rolos,Veludo,Atlas,51.62,34,ROL-VEL-ATL-9-38,Pintura
Rolo Veludo Roma 15cm,Rolo de pintura veludo para acabamento profissional. Largura 15cm.,Rolos,Veludo,Roma,52.01,52,ROL-VEL-ROM-15-39,Pintura
Rolo Espuma Roma 15cm,Rolo de pintura espuma para acabamento profissional. Largura 15cm.,Rolos,Espuma,Roma,33.53,33,ROL-ESP-ROM-15-40,Pintura
Rolo Espuma Tigre 9cm,Rolo de pintura espuma para acabamento profissional. Largura 9cm.,Rolos,Espuma,Tigre,18.28,73,ROL-ESP-TIG-9-41,Pintura
Rolo La de Carneiro Castor 23cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 23cm.,Rolos,La de Carneiro,Castor,37.5,50,ROL-LA -CAS-23-42,Pintura
Rolo Anti-Gota Condor 15cm,Rolo de pintura anti-gota para acabamento profissional. Largura 15cm.,Rolos,Anti-Gota,Condor,35.33,83,ROL-ANT-CON-15-43,Pintura
Rolo La de Carneiro Tigre 23cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 23cm.,Rolos,La de Carneiro,Tigre,48.12,114,ROL-LA -TIG-23-44,Pintura
Rolo Textura Roma 15cm,Rolo de pintura textura para acabamento profissional. Largura 15cm.,Rolos,Textura,Roma,48.59,120,ROL-TEX-ROM-15-45,Pintura
Rolo Textura Roma 23cm,Rolo de pintura textura para acabamento profissional. Largura 23cm.,Rolos,Textura,Roma,24.44,66,ROL-TEX-ROM-23-46,Pintura
Rolo Veludo Castor 9cm,Rolo de pintura veludo para acabamento profissional. Largura 9cm.,Rolos,Veludo,Castor,38.04,113,ROL-VEL-CAS-9-47,Pintura
Rolo La de Carneiro Castor 15cm,Rolo de pintura la de carneiro para acabamento profissional. Largura 15cm.,Rolos,La de Carneiro,Castor,48.61,41,ROL-LA -CAS-15-48,Pintura
Rolo Espuma Atlas 15cm,Rolo de pintura espuma para acabamento profissional. Largura 15cm.,Rolos,Espuma,Atlas,30.45,34,ROL-ESP-ATL-15-49,Pintura
Rolo Espuma Castor 15cm,Rolo de pintura espuma para acabamento profissional. Largura 15cm.,Rolos,Espuma,Castor,51.89,36,ROL-ESP-CAS-15-50,Pintura
Rolo Anti-Gota Tigre 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Tigre,52.81,31,ROL-ANT-TIG-9-51,Pintura
Rolo Veludo Condor 23cm,Rolo de pintura veludo para acabamento profissional. Largura 23cm.,Rolos,Veludo,Condor,30.76,102,ROL-VEL-CON-23-52,Pintura
Rolo Espuma Roma 23cm,Rolo de pintura espuma para acabamento profissional. Largura 23cm.,Rolos,Espuma,Roma,38.16,119,ROL-ESP-ROM-23-53,Pintura
Rolo Anti-Gota Castor 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Castor,21.32,72,ROL-ANT-CAS-9-54,Pintura
Rolo Textura Condor 9cm,Rolo de pintura textura para acabamento profissional. Largura 9cm.,Rolos,Textura,Condor,44.56,36,ROL-TEX-CON-9-55,Pintura
Rolo Espuma Castor 15cm,Rolo de pintura espuma para acabamento profissional. Largura 15cm.,Rolos,Espuma,Castor,34.61,85,ROL-ESP-CAS-15-56,Pintura
Rolo Anti-Gota Condor 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Condor,19.71,45,ROL-ANT-CON-9-57,Pintura
Rolo Anti-Gota Tigre 9cm,Rolo de pintura anti-gota para acabamento profissional. Largura 9cm.,Rolos,Anti-Gota,Tigre,48.46,79,ROL-ANT-TIG-9-58,Pintura
Rolo Veludo Atlas 23cm,Rolo de pintura veludo para acabamento profissional. Largura 23cm.,Rolos,Veludo,Atlas,50.8,102,ROL-VEL-ATL-23-59,Pintura
Bandeja para Pintura Castor Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Castor,17.79,91,BAND-CAS-GRA-0,Pintura
Bandeja para Pintura Condor Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Condor,8.53,98,BAND-CON-GRA-1,Pintura
Bandeja para Pintura Condor Pequena,Bandeja plastica para pintura tamanho pequena.,Acessorios,Bandejas,Condor,10.69,51,BAND-CON-PEQ-2,Pintura
Bandeja para Pintura Castor Media,Bandeja plastica para pintura tamanho media.,Acessorios,Bandejas,Castor,22.27,89,BAND-CAS-MED-3,Pintura
Bandeja para Pintura Roma Media,Bandeja plastica para pintura tamanho media.,Acessorios,Bandejas,Roma,22.37,97,BAND-ROM-MED-4,Pintura
Bandeja para Pintura Tigre Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Tigre,11.76,74,BAND-TIG-GRA-5,Pintura
Bandeja para Pintura Condor Pequena,Bandeja plastica para pintura tamanho pequena.,Acessorios,Bandejas,Condor,10.92,90,BAND-CON-PEQ-6,Pintura
Bandeja para Pintura Atlas Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Atlas,12.43,64,BAND-ATL-GRA-7,Pintura
Bandeja para Pintura Roma Pequena,Bandeja plastica para pintura tamanho pequena.,Acessorios,Bandejas,Roma,24.58,58,BAND-ROM-PEQ-8,Pintura
Bandeja para Pintura Condor Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Condor,18.18,60,BAND-CON-GRA-9,Pintura
Bandeja para Pintura Atlas Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Atlas,24.16,82,BAND-ATL-GRA-10,Pintura
Bandeja para Pintura Atlas Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Atlas,23.77,66,BAND-ATL-GRA-11,Pintura
Bandeja para Pintura Condor Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Condor,21.8,88,BAND-CON-GRA-12,Pintura
Bandeja para Pintura Condor Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Condor,19.2,63,BAND-CON-GRA-13,Pintura
Bandeja para Pintura Roma Media,Bandeja plastica para pintura tamanho media.,Acessorios,Bandejas,Roma,10.95,62,BAND-ROM-MED-14,Pintura
Bandeja para Pintura Castor Grande,Bandeja plastica para pintura tamanho grande.,Acessorios,Bandejas,Castor,16.71,33,BAND-CAS-GRA-15,Pintura
Bandeja para Pintura Condor Pequena,Bandeja plastica para pintura tamanho pequena.,Acessorios,Bandejas,Condor,12.48,46,BAND-CON-PEQ-16,Pintura
Cabo Extensor Tigre 2m,Cabo extensor de aluminio 2m para pintura em alturas.,Acessorios,Extensores,Tigre,50.98,22,EXT-TIG-2-0,Pintura
Cabo Extensor Castor 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Castor,34.9,34,EXT-CAS-12-1,Pintura
Cabo Extensor Castor 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Castor,42.55,43,EXT-CAS-12-2,Pintura
Cabo Extensor Condor 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Condor,42.65,34,EXT-CON-3-3,Pintura
Cabo Extensor Castor 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Castor,35.61,22,EXT-CAS-12-4,Pintura
Cabo Extensor Tigre 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Tigre,40.84,32,EXT-TIG-3-5,Pintura
Cabo Extensor Atlas 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Atlas,44.37,15,EXT-ATL-3-6,Pintura
Cabo Extensor Condor 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Condor,46.42,35,EXT-CON-3-7,Pintura
Cabo Extensor Roma 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Roma,47.71,37,EXT-ROM-3-8,Pintura
Cabo Extensor Condor 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Condor,63.44,43,EXT-CON-12-9,Pintura
Cabo Extensor Castor 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Castor,63.23,40,EXT-CAS-3-10,Pintura
Cabo Extensor Atlas 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Atlas,61.83,22,EXT-ATL-12-11,Pintura
Cabo Extensor Roma 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Roma,58.93,32,EXT-ROM-3-12,Pintura
Cabo Extensor Condor 3m,Cabo extensor de aluminio 3m para pintura em alturas.,Acessorios,Extensores,Condor,44.65,46,EXT-CON-3-13,Pintura
Cabo Extensor Tigre 2m,Cabo extensor de aluminio 2m para pintura em alturas.,Acessorios,Extensores,Tigre,53.56,20,EXT-TIG-2-14,Pintura
Cabo Extensor Condor 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Condor,43.62,40,EXT-CON-12-15,Pintura
Cabo Extensor Castor 1.2m,Cabo extensor de aluminio 1.2m para pintura em alturas.,Acessorios,Extensores,Castor,61.91,49,EXT-CAS-12-16,Pintura
Espatula de Aco Condor 4cm,Espatula de aco inox flexivel 4cm. Para aplicacao de massa.,Acessorios,Espatulas,Condor,22.43,28,ESP-CON-4-0,Preparacao
Espatula de Aco Atlas 15cm,Espatula de aco inox flexivel 15cm. Para aplicacao de massa.,Acessorios,Espatulas,Atlas,20.32,63,ESP-ATL-15-1,Preparacao
Espatula de Aco Atlas 6cm,Espatula de aco inox flexivel 6cm. Para aplicacao de massa.,Acessorios,Espatulas,Atlas,16.38,44,ESP-ATL-6-2,Preparacao
Espatula de Aco Tigre 4cm,Espatula de aco inox flexivel 4cm. Para aplicacao de massa.,Acessorios,Espatulas,Tigre,34.4,25,ESP-TIG-4-3,Preparacao
Espatula de Aco Condor 4cm,Espatula de aco inox flexivel 4cm. Para aplicacao de massa.,Acessorios,Espatulas,Condor,24.28,48,ESP-CON-4-4,Preparacao
Espatula de Aco Condor 10cm,Espatula de aco inox flexivel 10cm. Para aplicacao de massa.,Acessorios,Espatulas,Condor,20.09,53,ESP-CON-10-5,Preparacao
Espatula de Aco Atlas 15cm,Espatula de aco inox flexivel 15cm. Para aplicacao de massa.,Acessorios,Espatulas,Atlas,13.16,69,ESP-ATL-15-6,Preparacao
Espatula de Aco Castor 8cm,Espatula de aco inox flexivel 8cm. Para aplicacao de massa.,Acessorios,Espatulas,Castor,27.92,80,ESP-CAS-8-7,Preparacao
Espatula de Aco Roma 10cm,Espatula de aco inox flexivel 10cm. Para aplicacao de massa.,Acessorios,Espatulas,Roma,12.59,34,ESP-ROM-10-8,Preparacao
Espatula de Aco Atlas 10cm,Espatula de aco inox flexivel 10cm. Para aplicacao de massa.,Acessorios,Espatulas,Atlas,14.92,62,ESP-ATL-10-9,Preparacao
Espatula de Aco Atlas 10cm,Espatula de aco inox flexivel 10cm. Para aplicacao de massa.,Acessorios,Espatulas,Atlas,34.17,32,ESP-ATL-10-10,Preparacao
Espatula de Aco Condor 15cm,Espatula de aco inox flexivel 15cm. Para aplicacao de massa.,Acessorios,Espatulas,Condor,23.81,54,ESP-CON-15-11,Preparacao
Espatula de Aco Tigre 6cm,Espatula de aco inox flexivel 6cm. Para aplicacao de massa.,Acessorios,Espatulas,Tigre,13.66,58,ESP-TIG-6-12,Preparacao
Espatula de Aco Tigre 4cm,Espatula de aco inox flexivel 4cm. Para aplicacao de massa.,Acessorios,Espatulas,Tigre,16.64,75,ESP-TIG-4-13,Preparacao
Espatula de Aco Castor 6cm,Espatula de aco inox flexivel 6cm. Para aplicacao de massa.,Acessorios,Espatulas,Castor,14.78,64,ESP-CAS-6-14,Preparacao
Espatula de Aco Tigre 15cm,Espatula de aco inox flexivel 15cm. Para aplicacao de massa.,Acessorios,Espatulas,Tigre,16.6,44,ESP-TIG-15-15,Preparacao
Espatula de Aco Castor 15cm,Espatula de aco inox flexivel 15cm. Para aplicacao de massa.,Acessorios,Espatulas,Castor,12.57,33,ESP-CAS-15-16,Preparacao
Lixa para Parede Grana 80 (Pacote 10un),Lixa d'agua grana 80 para lixamento de paredes.,Acessorios,Lixas,Norton,12.1,200,LIXA-PAC-80-0,Preparacao
Fita Crepe 3M 24mm x 50m,Fita crepe para demarcacao. Largura 24mm.,Acessorios,Fitas,3M,11.48,132,FCREPE-3M-24-1,Protecao
Lixa para Parede Grana 220 (Pacote 10un),Lixa d'agua grana 220 para lixamento de paredes.,Acessorios,Lixas,Norton,14.45,57,LIXA-PAC-220-2,Preparacao
